date,Filename,frequency,amount,vgender,vhonor,emo_sim,bvtextsim,bvemosim,livetype,timeslot,bgender,numberviewers,numberlikes,wordcount,danmu_num
1006_20-22,1006_22_00,2,2,0.545454545,30.48275862,0.202922958,0.618195832,0.75707525,0,1,1,549,6,552,20
1006_20-22,1006_22_01,3,3,0.804878049,26.79787234,0.593781814,0.49058646,0.888029,0,1,1,545.6666667,71,544,19
1006_20-22,1006_22_02,27,5067,0.781512605,27.256,0.417455304,0.370852709,0.7587129,0,1,1,528.3333333,84,588,16
1006_20-22,1006_22_03,13,1351,0.829787234,25.43617021,0.23649107,0.517377853,0.7192326,0,1,1,537.3333333,50,613,30
1006_20-22,1006_22_04,33,16831,0.487394958,32.66666667,0.511664598,0.601062119,0.8303852,0,1,1,540.3333333,56,503,30
1006_20-22,1006_22_05,18,24,0.730538922,21.22797927,0.386012565,0.456265152,0.7575073,0,1,1,529.3333333,90,475,92
1006_20-22,1006_22_06,12,38,0.576923077,20.55882353,0.41445398,0.357214808,0.7952938,0,1,1,565.3333333,25,453,31
1007_20-22,1007_13_05,8,12,0.666666667,19.16153846,0.528935545,0.422798485,0.76501917,0,1,1,18,112,667,10
1007_20-22,1007_13_06,2,2,0.2,18.51807229,0.333424199,0.389126331,0.6242036,0,1,1,22,152,524,14
1007_20-22,1007_13_07,2,2,0,21.33823529,0.591560468,0.434965372,0.74755375,0,1,1,16.33333333,59,606,7
1007_20-22,1007_13_08,0,0,0,23.9787234,0.875297188,0.477495342,0.82102406,0,1,1,19.33333333,32,636,15
1007_20-22,1007_13_14,0,0,0.285714286,23.43333333,0.395697484,0.427713066,0.7756145,0,1,1,34.33333333,17,621,13
1007_20-22,1007_13_15,13,17,0.285714286,21.18556701,0.354944886,0.343369871,0.72021394,0,1,1,27,70,626,11
1007_20-22,1007_13_16,5,5,0.066666667,22.57251908,0.483431064,0.334062278,0.7150747,0,1,1,,115,614,7
1007_20-22,1007_13_17,1,1,0.269230769,22.51515152,0.45989029,0.397416204,0.5641928,0,1,1,,89,376,9
1007_20-22,1007_13_18,0,0,0.826923077,18.44117647,0.77404369,0.317577332,0.7384121,0,1,1,,61,413,6
1007_20-22,1007_13_19,8,313,0.4375,25.88888889,0.458048256,0.370996714,0.44125366,0,1,1,,22,675,5
1007_20-22,1007_13_20,8,8,0.12345679,17.34090909,0.305380348,0.353713721,0.58505416,0,1,1,,77,749,3
1007_20-22,1007_13_21,6,6,0,24.65648855,0.397091267,0.262919366,0.6403826,0,1,1,,119,645,5
1007_20-22,1007_13_22,9,9,0.4375,23.35185185,0.382831865,0.541991055,0.42704687,0,1,1,,36,668,9
1007_20-22,1007_13_23,14,18,0.574074074,30.28947368,0.673468889,0.402359366,0.87091005,0,1,1,,54,523,8
1007_20-22,1007_13_24,16,116,0.02173913,26.63636364,0.586979764,0.37147966,0.87343127,0,1,1,,74,569,9
1007_20-22,1007_13_25,6,6,0.117647059,29.03061224,0.206394732,0.468311071,0.27087533,0,1,1,,84,706,8
1007_20-22,1007_13_31,7,294,0,21.83333333,0.457027417,0.449778765,0.78605037,0,1,1,,0,381,5
1007_20-22,1007_13_32,9,107,0,21.125,0.328013092,0.578938723,0.71692966,0,1,1,,2,468,5
1007_20-22,1007_13_33,5,21,0.666666667,29.45714286,0.305238658,0.539002836,0.7672998,0,1,1,,20,552,10
1007_20-22,1007_13_34,6,6,0.777777778,26.71875,0.576975424,0.541584849,0.7371195,0,1,1,,19,412,7
1007_20-22,1007_14_00,10,10,0,24.02752294,0.312888357,0.224541947,0.8688157,0,1,1,18,97,658,2
1007_20-22,1007_14_01,6,120,0,6.289473684,0.416761438,0.388777375,0.72524916,0,1,1,8.666666667,66,642,4
1007_20-22,1007_14_02,8,482,0,6.029411765,0.294147117,0.395844221,0.7768376,0,1,1,8,55,598,5
1007_20-22,1007_14_03,2,100,0,28.76470588,0.167236817,0.499941647,0.86185735,0,1,1,7.333333333,4,557,11
1007_20-22,1007_14_04,3,10,0,3.066666667,0.106216187,0.412255555,0.25747713,0,1,1,7.333333333,55,649,2
1007_20-22,1007_14_12,0,0,,32,0.136701263,0.42525959,0.21776576,0,1,1,3.666666667,0,487,2
1007_20-22,1007_14_13,0,0,0,33.57142857,0.215401977,0.527366281,0.74637406,0,1,1,4.666666667,2,716,5
1007_20-22,1007_14_14,6,10,,28.14285714,0.387088215,0.331434131,0.76360874,0,1,1,5.666666667,0,614,1
1007_20-22,1007_14_15,3,5,0,21,0.277895577,0.667744935,0.88212186,0,1,1,5.333333333,3,572,9
1007_20-22,1007_19_03,228,605,0.106471816,14.35007386,0.303310439,0.578619933,0.38462275,1,1,1,37717.33333,307,713,174
1007_20-22,1007_19_04,231,578,0.131054131,15.40225564,0.450602173,0.558095133,0.43646637,1,1,1,38211.33333,315,724,35
1007_20-22,1007_19_05,318,778,0.130617978,13.7571977,0.66224641,0.569185859,0.27043986,1,1,1,37573.33333,358,756,351
1007_20-22,1007_19_06,319,994,0.097879282,14.85840708,0.61006868,0.495223975,0.8027033,1,1,1,37628.66667,374,750,194
1007_20-22,1007_19_07,232,282,0.112280702,13.7985782,0.413174722,0.597413665,0.34741515,1,1,1,38718.33333,334,811,253
1007_20-22,1007_19_08,210,298,0.177777778,15.3125,0.437090925,0.648018217,0.6462837,1,1,1,39655.66667,360,726,108
1007_20-22,1007_19_09,267,469,0.137226277,13.77980769,0.469741676,0.434196746,0.7323035,1,1,1,40902,323,787,430
1007_20-22,1007_19_10,221,481,0.067114094,14.74024024,0.6220163,0.522851861,0.89868766,1,1,1,41193.66667,289,749,149
1007_20-22,1007_19_12,198,278,0.171428571,14.94954128,0.369285592,0.404270059,0.8279703,1,1,1,44283,306,757,130
1007_20-22,1007_19_13,224,291,0.170426065,14.10474632,0.45160614,0.519084668,0.68159086,1,1,1,44694,289,740,82
1007_20-22,1007_19_14,185,290,0.137844612,13.74827586,0.176838494,0.598092145,0.48081794,1,1,1,46109.66667,300,758,95
1007_20-22,1007_19_15,199,367,0.11971831,14.20600858,0.186940311,0.572938746,0.88849604,1,1,1,48521.66667,327,830,188
1007_20-22,1007_19_16,212,405,0.140311804,14.61119751,0.411867598,0.445903277,0.5686599,1,1,1,47171,340,754,133
1007_20-22,1007_19_17,313,713,0.134736842,14.17421125,0.683403624,0.610242105,0.38567728,1,1,1,45133.33333,321,833,100
1007_20-22,1007_19_18,190,254,0.130784708,13.37085137,0.45266217,0.570993847,0.8602613,1,1,1,44951.66667,319,708,180
1007_20-22,1007_19_19,231,582,0.056410256,15.22479339,0.522711013,0.583981669,0.8461847,1,1,1,44551.33333,313,800,60
1007_20-22,1007_19_20,249,951,0.179276316,14.46882217,0.399024971,0.528039521,0.75051867,1,1,1,44753.66667,393,852,257
1007_20-22,1007_19_21,319,887,0.166150671,13.73825018,0.656461157,0.559213823,0.44695926,1,1,1,26682.33333,319,795,716
1007_20-22,1007_19_22,62,168,0.256666667,12.73767258,0.159354338,0.604135489,0.8957539,1,1,1,15179,267,903,196
1007_20-22,1007_19_23,24,40,0.111111111,12.20231214,0.400167887,0.520446038,0.594758,1,1,1,11369.66667,98,886,60
1007_20-22,1007_19_24,13,13,0.296969697,11.89956332,0.118787392,0.496370471,0.63120013,1,1,1,9749.666667,160,830,62
1007_20-22,1007_19_25,20,20,0.224489796,14.78534031,0.361856267,0.489448434,0.79604183,1,1,1,,119,917,60
1007_20-22,1007_19_26,22,38,0.212962963,13.81283422,0.535348005,0.491064197,0.7919802,1,1,1,,104,920,72
1007_20-22,1007_19_27,12,15,0.090909091,12.90217391,0.36193368,0.455315775,0.726202,1,1,1,,51,917,36
1007_20-22,1007_20_00,290,2116,0.803675856,16.46064982,0.329801249,0.463045686,0.8212351,0,1,1,3239.333333,214,910,911
1007_20-22,1007_20_01,1071,5163,0.770114943,16.4170766,0.744013982,0.407189697,0.9697304,0,1,1,3257,349,958,1441
1007_20-22,1007_20_02,856,9973,0.773013871,17.44528018,0.715981122,0.541745424,0.92325276,0,1,1,3234,384,925,1438
1007_20-22,1007_20_03,392,5078,0.786809816,16.32773893,0.71724989,0.518914461,0.9499406,0,1,1,3213.666667,340,932,1428
1007_20-22,1007_20_04,397,2298,0.740778171,17.75103543,0.611331141,0.378830224,0.8298027,0,1,1,3200,353,850,1438
1007_20-22,1007_20_05,548,9397,0.704110899,16.70381883,0.610690163,0.451627016,0.7987625,0,1,1,3238.333333,319,807,1423
1007_20-22,1007_20_06,356,1238,0.826583593,16.33635496,0.656869155,0.474538863,0.7942329,0,1,1,3187,315,950,1437
1007_20-22,1007_20_07,613,8360,0.700699301,17.26857387,0.681117843,0.507996559,0.62836057,0,1,1,3160.666667,313,859,1426
1007_20-22,1007_20_08,513,5007,0.727182045,16.39369729,0.731755714,0.386414468,0.81569135,0,1,1,3106,325,930,1423
1007_20-22,1007_20_09,624,22586,0.73083779,16.44191815,0.495905415,0.376644492,0.31163844,0,1,1,3063.666667,373,884,1436
1007_20-22,1007_20_10,674,16069,0.680878553,17.77465918,0.616015764,0.475779742,0.78720677,0,1,1,3123.666667,379,855,1439
1007_20-22,1007_20_11,569,3215,0.735430157,18.04882227,0.647647028,0.484451205,0.61725616,0,1,1,3150.666667,326,880,1440
1007_20-22,1007_20_12,591,2049,0.764842301,17.67362591,0.540216987,0.325452894,0.25666922,0,1,1,3100,319,961,1432
1007_20-22,1007_20_13,581,2118,0.741674596,17.23292469,0.621149422,0.439325452,0.7428588,0,1,1,3142,276,801,1441
1007_20-22,1007_20_14,381,5055,0.77748274,16.2460956,0.695315323,0.456201732,0.78814965,0,1,1,3123.666667,302,787,1432
1007_20-22,1007_20_15,447,3097,0.763295099,16.77931671,0.675435035,0.354939342,0.7525996,0,1,1,3106,292,900,1426
1007_20-22,1007_20_16,298,1145,0.797991071,16.21145374,0.638714498,0.47633031,0.46323922,0,1,1,3137.666667,306,869,1439
1007_20-22,1007_20_17,266,743,0.782016349,16.35603113,0.333521254,0.387395024,0.7914517,0,1,1,3196.333333,325,793,1436
1007_20-22,1007_20_18,330,776,0.799894124,15.92040038,0.626006396,0.391228318,0.9631114,0,1,1,3231,290,836,1439
1007_20-22,1007_20_19,326,968,0.754106776,16.63424849,0.783838096,0.531964719,0.9704524,0,1,1,3193,374,838,1436
1007_20-22,1007_20_20,343,2859,0.802456499,16.3302583,0.680079342,0.405438334,0.42587572,0,1,1,3098.333333,378,860,1437
1007_20-22,1007_20_21,557,3985,0.809742647,16.43978179,0.614421749,0.540170193,0.7740947,0,1,1,3068.666667,357,994,1441
1007_20-22,1007_20_22,501,3532,0.786296119,16.32683983,0.633907151,0.557348669,0.90660983,0,1,1,3097,345,941,1436
1007_20-22,1007_20_23,410,3133,0.739265391,16.61062356,0.764373864,0.548734546,0.6175298,0,1,1,3084,308,881,1433
1007_20-22,1007_20_24,257,891,0.798174987,16.11536573,0.37032974,0.449875444,0.8649883,0,1,1,3165.666667,332,891,1442
1007_20-22,1007_20_25,341,1457,0.817003629,16.13765374,0.582301399,0.316352159,0.53649485,0,1,1,3186.666667,334,990,1428
1007_20-22,1007_20_26,281,577,0.7763646,16.15362319,0.4833384,0.38958472,0.87455773,0,1,1,3183,336,926,1444
1007_20-22,1007_20_27,324,538,0.772561294,16.7847619,0.613072732,0.450058609,0.703009,0,1,1,3174.333333,328,796,1436
1007_20-22,1007_20_28,303,1608,0.783966684,15.94047619,0.642627743,0.307435572,0.56016604,0,1,1,3125,341,764,1423
1007_20-22,1007_20_29,421,2190,0.752662149,16.66402116,0.68022254,0.521564662,0.982345,0,1,1,3121.666667,393,951,1439
1007_20-22,1007_20_30,361,1594,0.761216351,16.22610294,0.689115842,0.299876451,0.9537919,0,1,1,3116,348,909,1433
1007_20-22,1007_20_31,352,576,0.754365541,16.96381054,0.599517067,0.4440853,0.7136748,0,1,1,3111,290,489,1215
1008_20-22,1008_14_02,4,6,0.275362319,16.16129032,0.142761824,0.388615489,0.69952524,0,1,1,10.66666667,74,599,14
1008_20-22,1008_14_03,4,20,0.227272727,28.9047619,0.519221245,0.471774876,0.3716742,0,1,1,9.333333333,50,657,10
1008_20-22,1008_14_04,2,2,0,29.90909091,0.216208541,0.564230323,0.8739631,0,1,1,6.666666667,4,425,7
1008_20-22,1008_14_05,4,6,0,17.33333333,0.428830616,0.346860141,0.79468195,0,1,1,5.666666667,0,377,1
1008_20-22,1008_14_09,1,1,0.657142857,24.66233766,0.46800494,0.408358991,0.8605722,0,1,1,11.33333333,71,471,6
1008_20-22,1008_14_10,2,2,0,28.61538462,0.302304182,0.475199193,0.8202621,0,1,1,7.666666667,3,596,8
1008_20-22,1008_14_11,4,4,0,26.41666667,0.387888238,0.510496855,0.7459592,0,1,1,5,5,578,5
1008_20-22,1008_14_12,0,0,,,0.089157985,0.517067552,0.29125777,0,1,1,3,0,423,2
1008_20-22,1008_14_13,1,750,0,25.22727273,0.17371264,0.292254061,0.78499985,0,1,1,6.333333333,84,563,6
1008_20-22,1008_14_14,3,866,0,31.36363636,0.188065771,0.421376437,0.38610137,0,1,1,7.333333333,3,601,6
1008_20-22,1008_14_29,0,0,,30.66666667,0.288986082,0.373389453,0.7500645,0,1,1,,0,520,3
1008_20-22,1008_14_30,3,201,0,29.66666667,0.309886138,0.44384858,0.45519868,0,1,1,,0,670,3
1008_20-22,1008_14_31,0,0,0,29.33333333,0.281245237,0.402064741,0.8477161,0,1,1,,1,661,2
1008_20-22,1008_14_32,1,299,,38,0.206856444,0.414325893,0.7408011,0,1,1,,0,588,4
1008_20-22,1008_14_33,0,0,,32.83333333,0.200194726,0.411828965,0.7998638,0,1,1,,0,569,6
1008_20-22,1008_14_34,0,0,1,34.57142857,0.25937279,0.589717448,0.36447933,0,1,1,,41,672,9
1008_20-22,1008_14_35,0,0,1,25.875,0.160495695,0.471809745,0.61522084,0,1,1,,13,599,9
1008_20-22,1008_14_36,3,21,0,26.21621622,0.398984496,0.51188314,0.89730513,0,1,1,,28,603,8
1008_20-22,1008_14_37,0,0,0,25.15555556,0.106200727,0.287900954,0.26790118,0,1,1,,81,615,10
1008_20-22,1008_14_38,0,0,0,24.17647059,0.191943718,0.511253357,0.89372385,0,1,1,,13,507,7
1008_20-22,1008_19_00,723,3023,0.127272727,14.77062937,0.717079785,0.52027539,0.8871739,1,1,1,65694,215,745,350
1008_20-22,1008_19_01,345,1365,0.170918367,14.01109215,0.633719529,0.467939174,0.4079585,1,1,1,,356,738,415
1008_20-22,1008_19_02,271,452,0.155487805,13.1741453,0.394741126,0.725582874,0.79605883,1,1,1,,270,747,331
1008_20-22,1008_19_03,304,638,0.110243902,13.17595109,0.628385967,0.48647458,0.8857891,1,1,1,,324,660,807
1008_20-22,1008_19_04,231,424,0.061320755,14.55605889,0.437708094,0.68403194,0.8302564,1,1,1,,321,680,350
1008_20-22,1008_19_05,243,476,0.149443561,14.45045965,0.677736287,0.649794674,0.6792566,1,1,1,,322,786,400
1008_20-22,1008_19_06,237,441,0.111111111,14.23761118,0.624414017,0.639815664,0.5764314,1,1,1,,308,708,217
1008_20-22,1008_19_07,461,2059,0.07136322,14.25649351,0.663108323,0.717731094,0.7361166,1,1,1,,338,720,734
1008_20-22,1008_19_08,358,1255,0.09765625,13.44780729,0.551584769,0.540781593,0.62860125,1,1,1,,365,647,893
1008_20-22,1008_19_09,393,1279,0.174447174,14.40526763,0.779552478,0.620195007,0.993456,1,1,1,,310,774,451
1008_20-22,1008_19_10,251,614,0.144787645,14.26222826,0.506561108,0.673871911,0.8627149,1,1,1,,297,725,183
1008_20-22,1008_19_11,146,517,0.060679612,13.9078341,0.38140465,0.541862643,0.7560564,1,1,1,,336,772,150
1008_20-22,1008_19_12,139,417,0.071925754,12.82,0.291580143,0.564539737,0.70146655,1,1,1,,323,779,238
1008_20-22,1008_19_13,155,635,0.053784861,12.67756315,0.174887339,0.559588885,0.42337084,1,1,1,,291,670,236
1008_20-22,1008_19_14,224,512,0.122340426,13.06976744,0.67397457,0.623969531,0.5578453,1,1,1,,273,754,565
1008_20-22,1008_19_15,303,643,0.070721358,14.14299153,0.729625056,0.542919612,0.8678017,1,1,1,,362,751,411
1008_20-22,1008_19_16,262,352,0.098591549,14.49002217,0.619961429,0.558129555,0.73352336,1,1,1,,347,816,255
1008_20-22,1008_19_17,240,520,0.091078067,14.92235294,0.608923888,0.62312839,0.7193829,1,1,1,,322,688,268
1008_20-22,1008_19_18,857,1400,0.087252897,14.03952749,0.617152823,0.517383939,0.8427708,1,1,1,,370,832,825
1008_20-22,1008_19_19,212,328,0.205660377,12.52998776,0.454352404,0.610194302,0.49145126,1,1,1,,396,853,181
1008_20-22,1008_19_20,158,192,0.278508772,13.56432749,0.427927287,0.510662413,0.63861136,1,1,1,,276,790,238
1008_20-22,1008_19_21,233,509,0.154340836,13.37794118,0.416351056,0.664045846,0.6756838,1,1,1,,304,846,826
1008_20-22,1008_19_22,49,274,0.085858586,15.79511278,0.437016871,0.602916098,0.88724625,1,1,1,,247,835,254
1008_20-22,1008_19_23,26,160,0.393203883,11.11057692,0.396319667,0.559846139,0.7938517,1,1,1,,175,989,91
1008_20-22,1008_19_24,17,17,0.090322581,10.60714286,0.55238734,0.518261468,0.28652737,1,1,1,,121,795,78
1008_20-22,1008_19_25,7,7,0.037656904,16.20529801,0.281385048,0.517728007,0.7403084,1,1,1,,212,836,84
1008_20-22,1008_19_34,11,43,0.504761905,9.566666667,0.322428529,0.413727707,0.72763203,1,1,1,,95,739,35
1008_20-22,1008_19_35,11,18,0.070422535,15.7173913,0.401036779,0.495927489,0.7670336,1,1,1,,58,889,21
1008_20-22,1008_19_36,4,8,0.208333333,14.26771654,0.305569902,0.455900556,0.59509957,1,1,1,,84,832,39
1008_20-22,1008_19_37,3,3,0.617283951,6.979166667,0.485163265,0.453921175,0.48777482,1,1,1,,61,804,30
1008_20-22,1008_19_38,16,18,0.755319149,7.436507937,0.191696914,0.562349415,0.8506223,1,1,1,,88,806,28
1008_20-22,1008_19_39,9,25,0.465517241,12.73134328,0.2896871,0.501785195,0.40949714,1,1,1,,28,840,32
1008_20-22,1008_19_40,7,7,0.571428571,8.698795181,0.127995487,0.539371943,0.5213697,1,1,1,,44,478,36
1008_20-22,1008_20_00,311,981,0.770614693,16.71408744,0.58070954,0.395497203,0.70513445,0,1,1,3832.666667,218,897,920
1008_20-22,1008_20_01,584,1460,0.779226828,16.26937901,0.599056674,0.410559773,0.5181148,0,1,1,3884,326,917,1433
1008_20-22,1008_20_02,1460,5567,0.797942933,16.37511436,0.795049576,0.321793854,0.9334308,0,1,1,,360,1002,1445
1008_20-22,1008_20_03,920,4132,0.775325187,16.85257353,0.726257526,0.552955806,0.8035997,0,1,1,,329,851,1442
1008_20-22,1008_20_04,646,2834,0.827555556,16.32918223,0.564655598,0.465744942,0.44183224,0,1,1,,321,1041,1438
1008_20-22,1008_20_05,549,2359,0.793165468,15.94259819,0.709712709,0.469583631,0.7358985,0,1,1,,324,954,1432
1008_20-22,1008_20_06,527,1647,0.764440433,16.1262931,0.689611808,0.506102979,0.73310983,0,1,1,,341,920,1448
1008_20-22,1008_20_07,609,3046,0.716528565,16.99708333,0.704194787,0.392365843,0.9445416,0,1,1,,372,837,1429
1008_20-22,1008_20_08,467,6122,0.722729457,16.67617754,0.603903975,0.469885051,0.9088933,0,1,1,,303,974,1447
1008_20-22,1008_20_09,626,6516,0.739484396,17.55654008,0.780939991,0.409889996,0.7942438,0,1,1,,303,966,1439
1008_20-22,1008_20_10,482,5322,0.789648623,16.41790373,0.711387942,0.513038576,0.3784286,0,1,1,,299,932,1440
1008_20-22,1008_20_13,520,13984,0.770729497,16.54266958,0.674111988,0.496772766,0.7696623,0,1,1,,283,1012,1434
1008_20-22,1008_20_14,352,1943,0.78411306,16.5377095,0.782871422,0.504220009,0.8926407,0,1,1,,316,917,1445
1008_20-22,1008_20_15,632,7244,0.762615182,16.78097983,0.662990518,0.590094984,0.96808696,0,1,1,,315,971,1440
1008_20-22,1008_20_16,568,5375,0.774332472,16.21916667,0.758751649,0.371479511,0.7919057,0,1,1,,358,960,1440
1008_20-22,1008_20_17,533,7705,0.736392263,16.07192076,0.743552077,0.477063596,0.9529298,0,1,1,,317,891,1439
1008_20-22,1008_20_18,472,5753,0.700522069,17.131989,0.696804455,0.29932636,0.87522894,0,1,1,,271,905,1437
1008_20-22,1008_20_19,445,1513,0.79463024,15.72039181,0.70738355,0.459522992,0.97628516,0,1,1,,341,975,1442
1008_20-22,1008_20_22,386,2565,0.776815777,15.44977169,0.655345043,0.481929898,0.27233085,0,1,1,,359,909,1435
1008_20-22,1008_20_23,563,1832,0.786002692,16.08051392,0.73391635,0.470214695,0.92310333,0,1,1,,303,943,1442
1008_20-22,1008_20_24,636,2785,0.784101174,16.34780811,0.57741185,0.474839598,0.5846112,0,1,1,,326,956,1440
1008_20-22,1008_20_25,447,936,0.802575107,15.99030612,0.758512613,0.301141888,0.79205275,0,1,1,,274,444,1252
1009_20-22,1009_14_00,0,0,0,25.13793103,0.334722803,0.276066333,0.7141465,0,1,1,5.333333333,111,733,1
1009_20-22,1009_14_01,1,1,0,23.22222222,0.258062145,0.473147511,0.7066555,0,1,1,4.666666667,35,511,1
1009_20-22,1009_14_02,0,0,0,25,0.27409608,0.396479815,0.54728454,0,1,1,4,22,714,2
1009_20-22,1009_14_03,0,0,0,24.16666667,0.21169159,0.312805295,0.5528735,0,1,1,3,46,726,1
1009_20-22,1009_14_05,2,198,0,25,0.403850265,0.254964828,0.77315854,0,1,1,4.333333333,13,714,0
1009_20-22,1009_14_06,0,0,1,31.25,0.380163543,0.542610347,0.49842888,0,1,1,4.666666667,18,498,2
1009_20-22,1009_14_07,5,5,0,32,0.375252895,0.364663213,0.8316817,0,1,1,2.333333333,5,772,1
1009_20-22,1009_14_08,7,59,0,23.75,0.434969328,0.235066473,0.51123303,0,1,1,1.666666667,1,470,0
1009_20-22,1009_14_09,4,693,0,19,0.446895642,0.161760792,0.72747575,0,1,1,,0,687,0
1009_20-22,1009_14_10,0,0,0,35,0.3608074,0.2697528,0.7062243,0,1,1,,0,502,0
1009_20-22,1009_14_11,1,1,0,29.8,0.353118999,0.312718093,0.7319999,0,1,1,,7,364,2
1009_20-22,1009_14_12,1,599,0,25.49484536,0.320261676,0.286501884,0.7447087,0,1,1,,96,517,0
1009_20-22,1009_14_13,0,0,0,27.45,0.470624383,0.389691949,0.5638645,0,1,1,,18,609,2
1009_20-22,1009_14_14,4,8,0,24.81632653,0.493725209,0.284118176,0.79337984,0,1,1,,45,505,0
1009_20-22,1009_14_15,6,42,0,24.57954545,0.268988922,0.263982356,0.7400485,0,1,1,,170,488,0
1009_20-22,1009_14_16,0,0,0,25.90909091,0.1540759,0.262966007,0.45697555,0,1,1,,50,411,2
1009_20-22,1009_14_17,0,0,0,25.10416667,0.407892699,0.321522623,0.87711626,0,1,1,,107,615,5
1009_20-22,1009_14_18,0,0,0,30,0.363361741,0.26401338,0.70295404,0,1,1,,38,528,1
1009_20-22,1009_14_20,1,688,0,25,0.223450272,0.311483145,0.75554274,0,1,1,,13,336,2
1009_20-22,1009_14_21,1,1,0,25,0.369368559,0.298318684,0.865231,0,1,1,,52,521,1
1009_20-22,1009_14_22,4,6,0,25.25641026,0.210364337,0.351259649,0.7569661,0,1,1,,33,584,4
1009_20-22,1009_14_23,0,0,0,39.5483871,0.537237584,0.464636505,0.49328154,0,1,1,,29,635,2
1009_20-22,1009_14_24,0,0,0,31.08571429,0.320561907,0.376685381,0.7038378,0,1,1,,32,726,3
1009_20-22,1009_14_27,2,2,,32.57142857,0.19118361,0.413145959,0.40358597,0,1,1,,0,689,6
1009_20-22,1009_14_28,0,0,0,40,0.127463732,0.355906576,0.42387956,0,1,1,,31,624,1
1009_20-22,1009_14_29,0,0,0,40,0.350262641,0.3800928,0.6958915,0,1,1,,90,561,2
1009_20-22,1009_14_30,0,0,0,,0.331590591,0.399806321,0.7821885,0,1,1,,21,546,5
1009_20-22,1009_14_31,0,0,,,0.204896335,0.496544361,0.45792675,0,1,1,,0,67,1
1009_20-22,1009_16_00,367,727,0.131524008,14.20879121,0.748769079,0.362232602,0.9349103,1,1,0,128001.6667,240,690,2
1009_20-22,1009_16_01,451,526,0.113128492,13.36442308,0.666409874,0.321109509,0.48255283,1,1,0,131677.6667,366,703,23
1009_20-22,1009_16_02,458,748,0.214497041,13.8241206,0.776303842,0.399923658,0.7434684,1,1,0,129982.6667,329,737,39
1009_20-22,1009_16_03,456,1189,0.181058496,13.79664363,0.559388664,0.554471529,0.6054275,1,1,0,128756.3333,344,738,44
1009_20-22,1009_16_04,509,829,0.173857868,14.35130112,0.773684284,0.372518814,0.69776374,1,1,0,129543.6667,339,641,54
1009_20-22,1009_19_00,159,248,0.260245902,13.52058824,0.322408451,0.522967732,0.4453789,1,1,1,52815.33333,219,724,260
1009_20-22,1009_19_01,233,468,0.203550296,13.58446251,0.386274783,0.540275431,0.6872511,1,1,1,50948.33333,360,746,457
1009_20-22,1009_19_02,289,391,0.155195682,13.54140127,0.381493202,0.550418353,0.7133494,1,1,1,49770.33333,348,710,305
1009_20-22,1009_19_03,265,930,0.120743034,13.84311512,0.672751297,0.590441889,0.7264058,1,1,1,50893,317,731,202
1009_20-22,1009_19_04,350,647,0.110974106,13.97688889,0.646851689,0.479879564,0.98055303,1,1,1,51983,341,693,442
1009_20-22,1009_19_05,275,470,0.094155844,13.47840173,0.42022182,0.55862931,0.7687399,1,1,1,52377.33333,312,730,253
1009_20-22,1009_19_06,21,21,0.0625,13.91139241,0.218287209,0.53463248,0.5415587,1,1,1,54273.33333,36,672,19
1009_20-22,1009_20_00,362,1897,0.78680203,16.91316334,0.66933075,0.488439441,0.7561549,0,1,1,3687,188,959,928
1009_20-22,1009_20_01,1772,13915,0.703519062,17.42377622,0.480231878,0.437868178,0.73244784,0,1,1,3640.333333,347,817,1436
1009_20-22,1009_20_02,1260,70977,0.656403079,19.18181818,0.686776146,0.456294298,0.96895045,0,1,1,3579.333333,319,914,1438
1009_20-22,1009_20_03,797,88388,0.758791891,18.32691552,0.691310822,0.354895175,0.6109823,0,1,1,3496,367,965,1437
1009_20-22,1009_20_04,560,4016,0.752314815,16.13921827,0.622966615,0.458639741,0.8285891,0,1,1,3479,308,941,1440
1009_20-22,1009_20_05,667,7834,0.743213173,16.05904682,0.608789357,0.490108609,0.49946842,0,1,1,3480,313,901,1436
1009_20-22,1009_20_06,487,10122,0.760954236,16.40909091,0.54864625,0.375328958,0.2626128,0,1,1,3455,303,1005,1438
1009_20-22,1009_20_07,465,5737,0.767177459,16.72979215,0.60557815,0.447776139,0.78880346,0,1,1,3520.333333,312,879,1437
1009_20-22,1009_20_08,516,6467,0.773448773,16.61510297,0.63574317,0.45648694,0.8311461,0,1,1,3559.333333,291,966,1434
1009_20-22,1009_20_09,473,1072,0.811895551,15.7270663,0.715734759,0.433678657,0.93441087,0,1,1,3655,322,864,1446
1009_20-22,1009_20_10,681,3493,0.769404332,16.83667377,0.625165123,0.393653154,0.5100151,0,1,1,3746.333333,254,915,1435
1009_20-22,1009_20_11,904,9362,0.799762564,16.32587621,0.738354823,0.571547389,0.61970736,0,1,1,3792.666667,363,894,1438
1009_20-22,1009_20_12,737,3020,0.782247486,17.64740125,0.620356915,0.440189779,0.7697764,0,1,1,3845,282,834,1440
1009_20-22,1009_20_13,680,3181,0.741963893,16.55942029,0.53937968,0.421612233,0.44776372,0,1,1,3849,326,982,1437
1009_20-22,1009_20_14,601,4426,0.729147982,17.29373928,0.771193407,0.440504521,0.9854507,0,1,1,3871.333333,334,940,1440
1009_20-22,1009_20_15,610,8598,0.76702509,16.08453696,0.632628665,0.452031106,0.94887215,0,1,1,3865.666667,356,902,1440
