date,Filename,frequency,amount,vgender,vhonor,emo_sim,bvtextsim,bvemosim,livetype,timeslot,bgender,numberviewers,numberlikes,wordcount,danmu_num
0925_11-14,0925_02_17,0,0,,13.16666667,0.683874981,0.468152618,0.65112525,1,0,0,33,0,351,5
0925_11-14,0925_05_05,17,131,0.3,16.10119048,0.083971348,0.465598381,0.7557515,1,0,0,2269,137,585,13
0925_11-14,0925_05_06,13,13,0.116883117,16.40268456,0.503198149,0.4556391,0.48577386,1,0,0,2182,122,626,14
0925_11-14,0925_05_07,32,48,0.727272727,13.00754717,0.554512511,0.542167103,0.8669062,1,0,0,2050,212,538,30
0925_11-14,0925_05_08,22,238,0.272727273,11.78723404,0.381193003,0.488753533,0.62423533,1,0,0,1926,144,242,24
0925_11-14,0925_07_00,54,296,0.861538462,10.85747664,0.211686885,0.294913352,0.37863514,0,0,1,821.3333333,194,839,177
0925_11-14,0925_07_01,116,871,0.893455099,9.381294964,0.202189533,0.650886685,0.37218452,0,0,1,732,321,821,270
0925_11-14,0925_07_02,86,357,0.823617339,10.26912181,0.092278371,0.408166409,0.42282796,0,0,1,682.6666667,324,946,333
0925_11-14,0925_07_03,142,700,0.818059299,10.30943396,0.387998609,0.626796663,0.68981117,0,0,1,607,337,888,300
0925_11-14,0925_07_05,87,748,0.871080139,8.505359877,0.338375685,0.394984394,0.7361391,0,0,1,528.6666667,339,855,220
0925_11-14,0925_07_06,153,1040,0.818181818,8.420084866,0.177824502,0.725135654,0.6278681,0,0,1,443.6666667,316,816,238
0925_11-14,0925_07_07,132,1475,0.860344828,8.880837359,0.248314121,0.734658182,0.6763097,0,0,1,423.6666667,315,855,174
0925_11-14,0925_07_08,23,43,0.883629191,8.608365019,0.208344975,0.266471118,0.39699814,0,0,1,386.6666667,304,809,237
0925_11-14,0925_07_09,38,119,0.884955752,7.359903382,0.081223748,0.397953242,0.87275805,0,0,1,336.3333333,248,825,129
0925_11-14,0925_07_12,2,2,0.868686869,7.383673469,0.335096771,0.352025777,0.66642207,0,0,1,197,180,832,68
0925_11-14,0925_07_13,11,11,0.875,7.295833333,0.184494826,0.475167036,0.28766416,0,0,1,180,184,817,45
0925_11-14,0925_07_14,9,11,0.688172043,9.336734694,0.201715373,0.492469281,0.37770525,0,0,1,167.6666667,132,856,57
0925_11-14,0925_07_15,14,102,0.897435897,9.343283582,0.16823801,0.388769478,0.67128505,0,0,1,149,159,670,41
0925_11-14,0925_07_16,8,8,0.885714286,11.71428571,0.543581978,0.523121238,0.46344426,0,0,1,137,172,814,59
0925_11-14,0925_07_17,17,17,0.907317073,8.903381643,0.376758018,0.499296665,0.52593464,0,0,1,142.6666667,154,759,50
0925_11-14,0925_07_18,12,14,0.869565217,11.25,0.130303092,0.282641649,0.5375588,0,0,1,143.3333333,140,828,60
0925_11-14,0925_07_19,7,9,0.933333333,10.25,0.185945281,0.405195415,0.75269395,0,0,1,124.3333333,213,838,64
0925_11-14,0925_07_20,38,533,0.885294118,9.361111111,0.190888558,0.484043866,0.84168726,0,0,1,121,203,862,144
0925_11-14,0925_07_21,8,8,0.860215054,9.787301587,0.365082999,0.351912558,0.32271907,0,0,1,120.6666667,235,810,83
0925_11-14,0925_07_22,0,0,0.882352941,7.842105263,0.106048461,0.332517654,0.49386507,0,0,1,114.6666667,23,838,15
0925_11-14,0925_08_00,8,32,0.545454545,8.563380282,0.706628482,0.47972039,0.79948694,1,0,0,409.6666667,48,224,15
0925_11-14,0925_08_01,1,9,0.166666667,12.47058824,0.388590355,0.52360884,0.7639449,1,0,0,450,44,627,24
0925_11-14,0925_08_02,6,6,0.181818182,11.49253731,0.495430935,0.52511788,0.72477597,1,0,0,479,44,448,17
0925_11-14,0925_09_00,471,29532,0.822109989,13.35621622,0.632040868,0.573207378,0.82501792,0,0,1,5966,217,903,1150
0925_11-14,0925_09_01,894,69001,0.751236749,14.11498371,0.866178707,0.713789082,0.68411936,0,0,1,5935,312,877,1799
0925_11-14,0925_09_02,837,13885,0.761101549,13.69850065,0.75650325,0.734064645,0.7293208,0,0,1,5954.333333,368,941,1797
0925_11-14,0925_09_03,703,19378,0.710869565,13.904811,0.897807081,0.708387619,0.88198537,0,0,1,6182.333333,341,941,1800
0925_11-14,0925_09_04,866,17355,0.746498599,13.91531473,0.617661853,0.604276133,0.82926416,0,0,1,6330.666667,365,950,1790
0925_11-14,0925_09_05,680,13131,0.739837398,13.03920888,0.830874595,0.738773203,0.8620797,0,0,1,6765.333333,346,846,1801
0925_11-14,0925_09_06,943,17576,0.750417084,13.30829177,0.698837623,0.685118806,0.98239446,0,0,1,5909.666667,344,935,1805
0925_11-14,0925_09_07,631,6189,0.7804414,12.93967684,0.663757541,0.695197207,0.91155577,0,0,1,5607,340,929,1794
0925_11-14,0925_09_08,715,13198,0.704562453,12.95383547,0.603307435,0.736784226,0.8392132,0,0,1,5731,351,919,1793
0925_11-14,0925_09_09,733,15293,0.75,14.13605922,0.615002682,0.621859145,0.84800067,0,0,1,5595,322,920,1796
0925_11-14,0925_09_10,1180,45007,0.730669266,14.01110778,0.540678514,0.75719614,0.7633157,0,0,1,5372,286,916,1787
0925_11-14,0925_09_11,512,31543,0.77061532,13.46195234,0.634001523,0.690922123,0.74127276,0,0,1,5423.666667,337,826,1798
0925_11-14,0925_09_12,525,23959,0.786612576,12.47170528,0.579143247,0.652556789,0.7172622,0,0,1,5304.333333,329,868,1796
0925_11-14,0925_09_13,539,37650,0.750607287,12.86595986,0.624590242,0.710821009,0.62945604,0,0,1,5082,302,897,1802
0925_11-14,0925_09_14,387,6726,0.692997438,12.35343788,0.560669823,0.649673283,0.77707666,0,0,1,5001.666667,267,989,1791
0925_11-14,0925_09_15,602,7696,0.739748274,12.55265096,0.61814606,0.7308797,0.71170884,0,0,1,5010.333333,319,885,1795
0925_11-14,0925_09_16,1239,11034,0.73540856,13.32494882,0.695780435,0.754062486,0.78338805,0,0,1,4930,355,922,1780
0925_11-14,0925_09_17,875,7936,0.794422596,12.33553938,0.618946765,0.726742542,0.7341593,0,0,1,4681.666667,364,965,1792
0925_11-14,0925_09_18,483,5316,0.752185315,11.68755187,0.645347139,0.684519768,0.8047282,0,0,1,4637.666667,241,898,1750
0925_11-14,0925_09_19,559,11325,0.714227477,12.02311248,0.695461773,0.692895067,0.6021768,0,0,1,4738.666667,321,895,1797
0925_11-14,0925_09_20,410,7102,0.692819149,12.73977853,0.629139111,0.667322397,0.69194845,0,0,1,4707.333333,298,875,1784
0925_11-14,0925_09_21,377,4580,0.777727065,12.30122058,0.609278846,0.663934141,0.6469463,0,0,1,4652,262,973,1766
0925_11-14,0925_09_22,317,2805,0.783160865,13.57300979,0.60822829,0.694504529,0.77467614,0,0,1,4592.666667,368,961,1752
0925_11-14,0925_09_23,543,2021,0.74877451,13.0632472,0.495335599,0.606870127,0.74952866,0,0,1,4544,370,927,1771
0925_11-14,0925_09_24,368,2907,0.760471204,12.49341266,0.61128759,0.740406692,0.9385072,0,0,1,4683.333333,339,952,1760
0925_11-14,0925_09_25,546,8724,0.698946515,12.5670304,0.678028638,0.607057405,0.54963202,0,0,1,4807.333333,325,860,1746
0925_11-14,0925_09_26,386,8579,0.733592401,12.6585057,0.624287206,0.667741716,0.56259093,0,0,1,4904,312,962,1769
0925_11-14,0925_09_27,455,5437,0.766101695,12.85963489,0.565581778,0.668582469,0.8844518,0,0,1,4736.666667,293,961,1773
0925_11-14,0925_09_28,437,3614,0.755696203,12.62550772,0.686011719,0.646614164,0.58340416,0,0,1,4611,315,894,1780
0925_11-14,0925_09_29,413,3962,0.755146737,13.09903483,0.526121034,0.727449656,0.7506179,0,0,1,4507.666667,311,886,1784
0925_11-14,0925_09_30,551,3235,0.75604756,12.4907807,0.771219497,0.684661072,0.83253354,0,0,1,4414.333333,300,884,1785
0925_11-14,0925_09_31,371,4047,0.764010508,13.43169399,0.573491714,0.547213316,0.68983525,0,0,1,4575.333333,347,880,1775
0925_11-14,0925_09_32,478,1867,0.753686036,12.96247423,0.630148126,0.669094622,0.94188863,0,0,1,4425.666667,291,875,1764
0925_11-14,0925_09_33,302,2532,0.777148253,13.32099866,0.58940231,0.657855183,0.5250114,0,0,1,4412.666667,268,940,1782
0925_11-14,0925_09_34,1032,3276,0.781580805,13.19196866,0.624515312,0.650918078,0.6488164,0,0,1,4188,295,912,1774
0925_11-14,0925_09_35,341,2094,0.752683154,11.96660959,0.557616942,0.617480195,0.5254279,0,0,1,4223.666667,352,951,1730
0925_11-14,0925_09_36,313,974,0.779652845,11.39982464,0.644547558,0.722969621,0.87667584,0,0,1,4174,355,875,1732
0925_11-14,0925_09_37,316,1006,0.780076997,11.14689507,0.699071989,0.635728955,0.6097516,0,0,1,4084.333333,384,867,1739
0925_11-14,0925_09_38,46,136,0.770398482,11.41197183,0.210750554,0.395923316,0.8207378,0,0,1,4145.333333,103,840,460
0926_11-14,0926_02_00,0,0,0,4.538461538,0.914365488,0.528593487,0.78622675,1,0,0,36.33333333,4,865,6
0926_11-14,0926_02_01,0,0,1,8,0.937831762,0.612888432,0.8817438,1,0,0,39,12,908,9
0926_11-14,0926_02_02,2,2,0.25,5.636363636,0.727940638,0.511903352,0.46432906,1,0,0,36.66666667,32,801,4
0926_11-14,0926_02_03,5,7,0,10.42857143,0.542419328,0.570021099,0.8928138,1,0,0,39,6,800,7
0926_11-14,0926_02_04,3,3,0,4.365079365,0.673892462,0.426936126,0.88361204,1,0,0,34.33333333,92,574,7
0926_11-14,0926_02_05,0,0,0.5,3.548076923,0.793030879,0.532267219,0.7758129,1,0,0,32.33333333,134,781,11
0926_11-14,0926_02_06,0,0,0.2,3.53125,0.521014248,0.537265992,0.6209253,1,0,0,27,33,574,2
0926_11-14,0926_02_07,0,0,0,5.230769231,0.771589925,0.500520325,0.88424006,1,0,0,25.33333333,4,801,7
0926_11-14,0926_02_08,0,0,0,3.571428571,0.692271639,0.539484298,0.71623516,1,0,0,35,17,774,5
0926_11-14,0926_02_09,0,0,0,4.428571429,0.705257584,0.620039797,0.7714244,1,0,0,31.66666667,14,822,7
0926_11-14,0926_02_10,1,1,0,4.454545455,0.921626798,0.612081265,0.76176765,1,0,0,41,4,763,8
0926_11-14,0926_02_11,0,0,,5,0.634549405,0.661819434,0.65197116,1,0,0,37,0,665,8
0926_11-14,0926_02_12,0,0,0,9.444444444,0.676736024,0.578744805,0.47646907,1,0,0,38,0,712,6
0926_11-14,0926_02_16,2,2,0.5,9.333333333,0.604675058,0.741999006,0.74155265,1,0,0,30.66666667,1,672,6
0926_11-14,0926_02_17,0,0,0.8,6.818181818,0.902422913,0.468699431,0.63305813,1,0,0,27.66666667,3,746,6
0926_11-14,0926_02_18,0,0,0,6.375,0.59926755,0.644325352,0.80866224,1,0,0,27,0,685,6
0926_11-14,0926_02_19,0,0,1,6.619047619,0.670847637,0.5488796,0.82984086,1,0,0,23,13,406,7
0926_11-14,0926_03_00,28,30,0.472222222,11.27093596,0.272190358,0.489325917,0.5417165,1,0,0,6186,155,730,25
0926_11-14,0926_03_01,65,165,0.32173913,13.55813953,0.160831897,0.393080986,0.88153535,1,0,0,6305.333333,279,671,70
0926_11-14,0926_03_02,49,49,0.494623656,10.63772455,0.409171442,0.503782487,0.47916868,1,0,0,6125.333333,308,607,33
0926_11-14,0926_03_03,27,27,0.384210526,10.26724138,0.268994397,0.559069282,0.658002,1,0,0,6047,322,715,35
0926_11-14,0926_03_04,76,190,0.355828221,10.5,0.52353283,0.51918993,0.19353044,1,0,0,5932,317,776,34
0926_11-14,0926_08_00,8,24,0.2,11.80519481,0.079790923,0.533911681,0.7158039,1,0,0,250.3333333,56,242,12
0926_11-14,0926_08_01,8,8,0.895522388,11.19827586,0.170381704,0.580598748,0.6948176,1,0,0,344.6666667,99,511,16
0926_11-14,0926_08_02,6,6,0.945454545,10.08860759,0.368146276,0.511813319,0.49534693,1,0,0,387.3333333,64,270,10
0926_11-14,0926_08_03,4,6,0.703703704,11.1409396,0.354976083,0.632485425,0.5877329,1,0,0,435.6666667,117,406,30
0926_11-14,0926_08_06,0,0,0.923076923,9.95049505,0.067847345,0.573330051,0.82519436,1,0,0,424,80,339,24
0926_11-14,0926_08_07,5,33,0.945205479,7.753731343,0.406547814,0.57414878,0.42070174,1,0,0,457,103,491,27
0926_11-14,0926_08_08,3,3,0.925925926,7.712328767,0.124063909,0.448687142,0.46106952,1,0,0,477.6666667,54,530,15
0926_11-14,0926_08_09,14,18,0.716814159,9.611764706,0.360402747,0.58253268,0.6627368,1,0,0,523.6666667,128,438,28
0926_11-14,0926_08_10,0,0,0.907692308,11.12056738,0.199330645,0.62505666,0.6415904,1,0,0,576.6666667,106,457,43
0926_11-14,0926_08_11,7,7,0.384615385,12.72289157,0.346124583,0.523920721,0.59277976,1,0,0,596.3333333,60,297,23
0926_11-14,0926_08_12,15,15,0.448275862,13.08252427,0.343234922,0.626477695,0.82446226,1,0,0,542,151,398,46
0926_11-14,0926_08_13,4,20,0.315789474,14.56976744,0.291115866,0.568037963,0.7623071,1,0,0,496,60,443,21
0926_11-14,0926_08_14,7,7,0.421052632,8.093023256,0.398301611,0.510346717,0.43409926,1,0,0,490,27,538,15
0926_11-14,0926_08_15,11,27,0.545454545,10.23376623,0.087162215,0.562731957,0.73558164,1,0,0,455,47,568,19
0926_11-14,0926_08_16,7,9,1,12.07692308,0.3322888,0.548500514,0.6526911,1,0,0,433.5,55,415,16
0926_11-14,0926_09_00,305,37280,0.738379814,12.20099256,0.661622455,0.738104045,0.77841735,0,0,1,4763,210,889,1105
0926_11-14,0926_09_01,619,57038,0.718539103,14.06857352,0.544560925,0.666434085,0.5741425,0,0,1,4635,312,927,1796
0926_11-14,0926_09_02,571,25804,0.670881075,13.42186909,0.533628255,0.723514032,0.60521525,0,0,1,4475.333333,303,945,1793
0926_11-14,0926_09_03,527,13480,0.688827695,12.86395826,0.727053479,0.667152804,0.6450725,0,0,1,4570,317,987,1790
0926_11-14,0926_09_04,789,21450,0.672572905,14.15605318,0.636473115,0.67057029,0.56998454,0,0,1,4722.666667,358,1000,1793
0926_11-14,0926_09_05,581,7715,0.698856918,13.31804623,0.759470021,0.668090266,0.87899387,0,0,1,4576.333333,317,947,1784
0926_11-14,0926_09_06,357,3134,0.683937824,12.66886598,0.629932588,0.736151695,0.46757717,0,0,1,4681.666667,340,907,1796
0926_11-14,0926_09_07,448,4108,0.667208452,12.70549789,0.51829382,0.637681103,0.7837467,0,0,1,4459,366,903,1791
0926_11-14,0926_09_08,585,25888,0.665707237,14.47687642,0.702291117,0.693752891,0.8488235,0,0,1,4136,272,942,1784
0926_11-14,0926_09_09,587,15839,0.696629213,13.38169887,0.672483763,0.604654026,0.9296632,0,0,1,4117.333333,329,866,1770
0926_11-14,0926_09_10,485,22617,0.663103891,16.17520723,0.765553142,0.61339215,0.65853363,0,0,1,4249.666667,388,887,1768
0926_11-14,0926_09_11,672,52567,0.614013771,15.62966993,0.525962454,0.693454516,0.6731003,0,0,1,4096,336,966,1733
0926_11-14,0926_09_12,567,84317,0.62936772,16.63417431,0.656206776,0.689882791,0.7317754,0,0,1,3850.333333,283,1008,1761
0926_11-14,0926_09_13,513,110382,0.609809987,16.00992851,0.504040727,0.666798091,0.94225943,0,0,1,3757.333333,323,920,1706
0926_11-14,0926_09_14,423,139409,0.641804788,15.76419753,0.653375555,0.6350649,0.6433034,0,0,1,3779.333333,318,896,1734
0926_11-14,0926_09_15,399,166125,0.648462598,15.57470785,0.636378289,0.626093239,0.7641783,0,0,1,3706,323,992,1687
0926_11-14,0926_09_19,240,847,0.693154034,12.92710706,0.483181147,0.643867767,0.6626811,0,0,1,3502.333333,88,878,553
0927_11-14,0927_05_00,6,6,0.722222222,11.72164948,0.576276942,0.702121115,0.8392096,1,0,0,2414.666667,59,479,31
0927_11-14,0927_05_01,15,15,1,9.96039604,0.183875577,0.588760114,0.7225889,1,0,0,2388.666667,69,532,33
0927_11-14,0927_05_02,11,15,0.967741935,8.484615385,0.110491232,0.513175404,0.5563889,1,0,0,2362.666667,88,501,41
0927_11-14,0927_05_03,13,13,0.375,9.317757009,0.425491997,0.552130914,0.27115208,1,0,0,2314,60,278,43
0927_11-14,0927_08_00,3,3,0.875,8.564356436,0.53380579,0.369606292,0.61182755,1,0,0,354.3333333,94,447,5
0927_11-14,0927_08_01,5,5,0.936170213,9.224299065,0.356401539,0.413345939,0.47448596,1,0,0,377,82,506,21
0927_11-14,0927_08_02,9,9,1,9.701149425,0.109747821,0.577961898,0.81329817,1,0,0,382.3333333,58,506,20
0927_11-14,0927_08_03,2,2,0.112903226,9.526315789,0.221095012,0.479470378,0.84764856,1,0,0,386.3333333,100,511,13
0927_11-14,0927_08_04,7,7,0,12.15,0.511701831,0.570128268,0.7963419,1,0,0,388.3333333,12,636,21
0927_11-14,0927_08_05,6,22,1,9.720930233,0.23563572,0.523139215,0.5121003,1,0,0,404,16,671,21
0927_11-14,0927_08_06,7,9,0.070422535,9.52991453,0.463688262,0.627889967,0.820626,1,0,0,389,91,656,17
0927_11-14,0927_08_07,12,12,0.217391304,12.74418605,0.285697624,0.383676982,0.7635476,1,0,0,393.3333333,42,654,35
0927_11-14,0927_08_08,8,8,0.833333333,13.05445545,0.413092322,0.40386287,0.4362386,1,0,0,378.3333333,200,275,9
0927_11-14,0927_08_09,0,0,0.777777778,18.38596491,0.192217578,0.624233937,0.85003847,1,0,0,393.3333333,53,410,11
0927_11-14,0927_08_10,2,2,0.866666667,7.803278689,0.260490191,0.595630205,0.6720379,1,0,0,425.6666667,47,591,13
0927_11-14,0927_08_11,0,0,0.5,8.638888889,0.184777811,0.467603421,0.80155057,1,0,0,439,22,499,13
0927_11-14,0927_08_12,4,4,0.888888889,15.29166667,0.440754061,0.565982705,0.8664513,1,0,0,398,12,602,9
0927_11-14,0927_08_13,5,5,0.142857143,10.4516129,0.293880206,0.522420859,0.8552615,1,0,0,375.3333333,11,457,13
0927_11-14,0927_08_14,7,13,0.125,10.18604651,0.416416327,0.549687898,0.5413391,1,0,0,347.6666667,27,574,19
0927_11-14,0927_08_15,20,20,0.242105263,10.63157895,0.539622102,0.666821337,0.71242,1,0,0,340.5,209,409,7
0927_11-14,0927_09_01,613,52583,0.791747762,14.46107143,0.500425905,0.576090699,0.6219356,0,0,1,4990.666667,373,900,1792
0927_11-14,0927_09_02,406,1841,0.748603352,13.23656336,0.459052214,0.652659655,0.7126329,0,0,1,4833,343,988,1760
0927_11-14,0927_09_03,566,8285,0.780419017,13.72644266,0.690363817,0.693080431,0.6715585,0,0,1,4953,367,987,1779
0927_11-14,0927_09_04,628,18160,0.666000799,14.6393972,0.676203552,0.657058132,0.92263114,0,0,1,5110.666667,319,964,1792
0927_11-14,0927_09_05,687,22959,0.755857899,13.07398402,0.737611922,0.709876072,0.67206822,0,0,1,5007,290,959,1782
0927_11-14,0927_09_06,590,32472,0.743579454,13.30899083,0.643494501,0.601408553,0.80694145,0,0,1,4965,292,970,1788
0927_11-14,0927_09_07,494,18473,0.782062028,13.15108481,0.760657252,0.689540207,0.64976726,0,0,1,4797.666667,289,901,1765
0927_11-14,0927_09_08,513,3896,0.770241628,12.68589244,0.672728307,0.716467273,0.4588443,0,0,1,4562,326,944,1691
0927_11-14,0927_09_09,292,2085,0.807017544,11.18744474,0.68343873,0.617114991,0.62232053,0,0,1,4724.333333,312,444,1650
0927_11-14,0927_09_10,465,3548,0.75831202,12.30530802,0.660538691,0.685886681,0.83763963,0,0,1,4782.333333,323,953,1766
0927_11-14,0927_09_11,554,12862,0.745167653,12.69767442,0.658272038,0.734534359,0.72714366,0,0,1,4556.333333,304,963,1770
0927_11-14,0927_09_12,625,3662,0.78427499,12.24280911,0.534288912,0.630953681,0.89228237,0,0,1,4376,263,967,1756
0927_11-14,0927_09_13,555,6502,0.737291582,13.43067961,0.615052888,0.607539815,0.82656384,0,0,1,4345.333333,283,928,1741
0927_11-14,0927_09_14,605,52018,0.657166806,14.5797619,0.576189151,0.622871709,0.9581435,0,0,1,4255.666667,271,897,1665
0927_11-14,0927_09_15,715,92178,0.659297276,14.59985013,0.709903974,0.74300561,0.7174479,0,0,1,4186.333333,256,964,1684
0928_11-14,0928_02_00,0,0,0.166666667,12.8,0.459350617,0.342931694,0.55426663,1,0,0,32.33333333,44,868,0
0928_11-14,0928_02_01,0,0,0.5,10.83333333,0.382196508,0.629621124,0.72643566,1,0,0,31.33333333,22,615,22
0928_11-14,0928_02_02,0,0,,10,0.451137598,0.590283191,0.79658014,1,0,0,31.66666667,0,436,10
0928_11-14,0928_02_03,0,0,0,6.875,0.791138928,0.65406934,0.8134298,1,0,0,28.66666667,0,613,14
0928_11-14,0928_05_06,16,16,0.234042553,12.98393574,0.685683066,0.394613808,0.64263046,1,0,0,1804.666667,178,562,57
0928_11-14,0928_05_07,116,128,0.517241379,12.88062142,0.164013216,0.75421316,0.36010108,1,0,0,1753,588,568,585
0928_11-14,0928_05_08,174,452,0.695652174,13.56119403,0.546106158,0.727518618,0.6773054,1,0,0,1619.333333,428,673,76
0928_11-14,0928_05_09,92,234,0.45,12.62878788,0.373835714,0.467316306,0.8403061,1,0,0,1457.666667,106,521,64
0928_11-14,0928_05_10,106,110,0.897435897,12.11351351,0.307166056,0.707126409,0.86662143,1,0,0,1278.666667,218,431,148
0928_11-14,0928_05_11,44,130,0.739130435,15,0.502227532,0.400446749,0.14663085,1,0,0,1181,124,256,76
0928_11-14,0928_08_00,21,21,0.529411765,9.822429907,0.07230149,0.375037259,0.49498528,1,0,0,434,78,644,14
0928_11-14,0928_08_01,12,12,0.235294118,11.35714286,0.444488802,0.421710199,0.7011451,1,0,0,443.6666667,94,480,58
0928_11-14,0928_08_02,30,30,0.4,9.567567568,0.446183926,0.632828808,0.6794368,1,0,0,473,158,524,50
0928_11-14,0928_08_03,0,0,0.75,12.05,0.194568088,0.450755125,0.68337876,1,0,0,462,24,661,56
0928_11-14,0928_08_04,12,12,0,9.6,0.150429947,0.524395353,0.6850793,1,0,0,453.6666667,80,545,30
0928_11-14,0928_08_05,0,0,1,7,0.153256633,0.547534829,0.562906,1,0,0,448.3333333,52,574,30
0928_11-14,0928_08_06,4,4,0.714285714,12,0.407647976,0.48289243,0.8893907,1,0,0,450,36,631,16
0928_11-14,0928_08_07,2,2,1,8.4,0.444633894,0.583244717,0.8162434,1,0,0,450.3333333,10,680,30
0928_11-14,0928_08_08,18,18,0.314814815,6.956521739,0.206824367,0.566637403,0.84437484,1,0,0,420.6666667,94,575,22
0928_11-14,0928_08_09,8,8,0.904761905,7.586666667,0.283630646,0.400204039,0.7895805,1,0,0,446,210,482,84
0928_11-14,0928_08_10,12,12,0.5,13.59398496,0.277242122,0.470006621,0.6885617,1,0,0,472,184,521,68
0928_11-14,0928_08_11,28,60,0.916666667,10.86516854,0.487109857,0.565819925,0.36049783,1,0,0,475.6666667,110,647,42
0928_11-14,0928_08_12,6,6,0,8.666666667,0.428807714,0.566790795,0.59964687,1,0,0,445,40,581,26
0928_11-14,0928_08_13,20,46,1,10.56603774,0.121332704,0.561565435,0.27935812,1,0,0,405.3333333,50,535,46
0928_11-14,0928_08_14,34,34,0.829268293,11.58955224,0.100528249,0.386070943,0.24973184,1,0,0,392.3333333,150,558,90
0928_11-14,0928_08_15,26,26,0.785714286,10.21556886,0.369873694,0.475554323,0.52600884,1,0,0,386.6666667,228,626,84
0928_11-14,0928_08_16,10,10,0.9,9.615384615,0.426722274,0.391974038,0.65668374,1,0,0,365,130,657,18
0928_11-14,0928_08_17,8,8,0.875,8.539130435,0.255264628,0.530447429,0.86882975,1,0,0,308,180,511,42
0928_11-14,0928_08_18,2,2,1,7.960784314,0.307650792,0.377807653,0.52564913,1,0,0,,94,118,6
0929_11-14,0929_07_04,43,218,0.852517986,11.3625,0.362810253,0.474190563,0.8682638,0,0,1,172,240,675,65
0929_11-14,0929_07_05,21,21,0.950248756,9.996,0.282457244,0.419852346,0.49543977,0,0,1,172,168,812,55
0929_11-14,0929_07_06,38,40,0.835125448,8.454849498,0.183375143,0.449415147,0.738605,0,0,1,165,215,817,42
0929_11-14,0929_07_07,33,158,0.91627907,11.57939914,0.644285026,0.445851803,0.5657518,0,0,1,170,163,777,32
0929_11-14,0929_07_08,34,38,0.768292683,10.44918033,0.517210517,0.419341445,0.81965216,0,0,1,166,187,831,83
0929_11-14,0929_07_09,43,43,0.722077922,11.96640827,0.415561057,0.488117158,0.89500064,0,0,1,165.6666667,287,794,54
0929_11-14,0929_07_10,62,349,0.586206897,11.70868347,0.38545584,0.394364953,0.8310471,0,0,1,153.6666667,231,710,64
0929_11-14,0929_07_13,25,25,0.902439024,8.514851485,0.202331987,0.418517113,0.81063926,0,0,1,112.6666667,209,857,60
0929_11-14,0929_07_14,13,13,0.816753927,9.730909091,0.184634242,0.356191456,0.5127237,0,0,1,92.66666667,201,749,56
0929_11-14,0929_07_15,10,10,0.82208589,7.217171717,0.303172267,0.331016183,0.56298304,0,0,1,90,136,678,51
0929_11-14,0929_07_16,7,9,0.866666667,10.27363184,0.343321436,0.389666468,0.43597332,0,0,1,90,160,653,30
0929_11-14,0929_07_17,10,10,0.981651376,11.3697479,0.16970686,0.370272219,0.55201167,0,0,1,85,90,695,21
0929_11-14,0929_07_18,10,10,0.972972973,11.07894737,0.30312297,0.706582189,0.8234888,0,0,1,83.33333333,77,682,24
0929_11-14,0929_07_19,15,15,1,14.20526316,0.126066697,0.395516157,0.29125658,0,0,1,82.66666667,156,716,19
0929_11-14,0929_07_20,9,25,0.792682927,15.77272727,0.242816061,0.392769992,0.5078336,0,0,1,84,56,117,21
0929_11-14,0929_09_00,222,21429,0.717779868,13.53198948,0.282907093,0.687415361,0.69645363,0,0,1,2593.333333,224,919,717
0929_11-14,0929_09_01,374,44171,0.67706528,12.48605372,0.638389797,0.667852312,0.86813635,0,0,1,2703,352,821,1209
0929_11-14,0929_09_02,413,59212,0.722732491,12.93858268,0.70324286,0.737983316,0.82779247,0,0,1,2829,259,929,1239
0929_11-14,0929_09_03,563,78542,0.720217499,13.52777778,0.761066772,0.71898604,0.70435876,0,0,1,2957.666667,313,957,1350
0929_11-14,0929_09_04,365,34051,0.72808321,12.89934149,0.650831696,0.652286798,0.70638186,0,0,1,3055,347,944,1483
0929_11-14,0929_09_05,521,7487,0.687472527,13.01230517,0.604415435,0.644184363,0.6499884,0,0,1,3163.666667,348,919,1585
0929_11-14,0929_09_06,330,2046,0.757866667,12.30142366,0.634398446,0.68130365,0.8967266,0,0,1,3246.666667,352,948,1395
0929_11-14,0929_09_07,410,4992,0.77020202,12.36742608,0.625924307,0.646352649,0.9258987,0,0,1,3153.333333,304,925,1396
0929_11-14,0929_09_08,306,2002,0.740722415,12.02728578,0.588456096,0.674825042,0.66600064,0,0,1,3079.666667,298,1000,1561
0929_11-14,0929_09_09,357,6651,0.737120211,12.64367816,0.876439753,0.608706152,0.56400332,0,0,1,2949,307,911,1736
0929_11-14,0929_09_10,266,4727,0.690076336,13.22755944,0.688799236,0.679291248,0.58071638,0,0,1,2830.333333,317,946,1548
0929_11-14,0929_09_11,285,933,0.721752904,13.59065515,0.449801408,0.649604201,0.6800945,0,0,1,2893,294,803,1447
0929_11-14,0929_09_12,366,20617,0.639919759,13.96172481,0.582366234,0.609900564,0.3518322,0,0,1,2878,297,688,1442
0929_11-14,0929_09_13,345,58936,0.670487106,12.97435897,0.701247363,0.594684333,0.8261797,0,0,1,2883.333333,307,921,1548
0929_11-14,0929_09_14,420,95854,0.655573164,12.44785276,0.94624377,0.720521748,0.6219444,0,0,1,2682.333333,319,887,1278
0929_11-14,0929_09_15,392,122447,0.652362846,12.67305644,0.718208381,0.674931467,0.70564646,0,0,1,2752,313,951,1231
